destination,price,start_date,end_date,travel_duration,month,airline,stops,fetched_at
"Ho Chi Minh City, Vietnam",157.0,2026-02-26,2026-03-02,Weekend,February,Vietjet,0,2026-02-03T15:14:30.624466
"Hạ Long Bay, Vietnam",211.0,2026-02-27,2026-03-02,Weekend,February,Scoot,0,2026-02-03T15:14:30.624471
"Phuket, Thailand",172.0,2026-02-26,2026-03-02,Weekend,February,Scoot,0,2026-02-03T15:14:30.624475
"Tokyo, Japan",590.0,2026-02-27,2026-03-02,Weekend,February,Air Japan and Vietjet,1,2026-02-03T15:14:30.624479
"Mumbai, India",294.0,2026-02-26,2026-03-01,Weekend,February,IndiGo and Batik Air,1,2026-02-03T15:14:30.624484
"New Delhi, India",425.0,2026-02-05,2026-02-09,Weekend,February,IndiGo and SriLankan,1,2026-02-03T15:14:30.624488
"Dubai, United Arab Emirates",532.0,2026-02-19,2026-02-23,Weekend,February,Gulf Air,1,2026-02-03T15:14:30.624492
"Kyoto, Japan",452.0,2026-02-05,2026-02-09,Weekend,February,Peach Aviation and Scoot,0,2026-02-03T15:14:30.624496
"Chiang Mai, Thailand",288.0,2026-02-26,2026-03-01,Weekend,February,Scoot,0,2026-02-03T15:14:30.624501
"Jaipur, India",281.0,2026-02-28,2026-03-02,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624505
"Seoul, South Korea",385.0,2026-02-26,2026-03-02,Weekend,February,Jeju Air,0,2026-02-03T15:14:30.624509
"Goa, India",257.0,2026-02-26,2026-03-02,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624513
"Beijing, China",448.0,2026-02-28,2026-03-02,Weekend,February,Cathay Pacific,1,2026-02-03T15:14:30.624517
"Osaka, Japan",452.0,2026-02-05,2026-02-09,Weekend,February,Peach Aviation and Scoot,0,2026-02-03T15:14:30.624521
"Shanghai, China",399.0,2026-02-05,2026-02-08,Weekend,February,XiamenAir and Shandong,1,2026-02-03T15:14:30.624525
"Hội An, Vietnam",233.0,2026-02-26,2026-03-02,Weekend,February,Batik Air and Vietjet,1,2026-02-03T15:14:30.624530
"Bengaluru, India",196.0,2026-02-28,2026-03-01,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624534
"Abu Dhabi, United Arab Emirates",532.0,2026-02-19,2026-02-23,Weekend,February,Gulf Air,1,2026-02-03T15:14:30.624538
"Chennai, India",330.0,2026-02-05,2026-02-09,Weekend,February,IndiGo,1,2026-02-03T15:14:30.624542
"Varanasi, India",338.0,2026-02-26,2026-03-02,Weekend,February,Air India,1,2026-02-03T15:14:30.624546
"Agra, India",425.0,2026-02-05,2026-02-09,Weekend,February,IndiGo and SriLankan,1,2026-02-03T15:14:30.624550
"Udaipur, India",311.0,2026-02-26,2026-03-02,Weekend,February,Air India,1,2026-02-03T15:14:30.624554
"Ko Samui, Thailand",471.0,2026-02-07,2026-02-09,Weekend,February,Scoot,0,2026-02-03T15:14:30.624558
"Kolkata, India",338.0,2026-02-05,2026-02-09,Weekend,February,IndiGo,1,2026-02-03T15:14:30.624562
"Taipei City, Taiwan",192.0,2026-02-12,2026-02-16,Weekend,February,Scoot,0,2026-02-03T15:14:30.624566
"Kochi, India",572.0,2026-02-14,2026-02-16,Weekend,February,Air India and Batik Air,1,2026-02-03T15:14:30.624570
"Kathmandu, Nepal",654.0,2026-02-19,2026-02-23,Weekend,February,Air India,1,2026-02-03T15:14:30.624574
"Manila, Philippines",275.0,2026-02-26,2026-03-02,Weekend,February,Cebu Pacific and Philippine Airlines,1,2026-02-03T15:14:30.624578
"Bahrain, Bahrain",771.0,2026-02-20,2026-02-23,Weekend,February,Etihad,1,2026-02-03T15:14:30.624582
"Macao, Macao",346.0,2026-02-28,2026-03-02,Weekend,February,AirAsia and Scoot,1,2026-02-03T15:14:30.624586
"Hyderabad, India",245.0,2026-02-26,2026-03-02,Weekend,February,IndiGo,0,2026-02-03T15:14:30.624590
"Shimla, India",320.0,2026-02-20,2026-02-23,Weekend,February,Air India,1,2026-02-03T15:14:30.624594
"Da Nang, Vietnam",233.0,2026-02-26,2026-03-02,Weekend,February,Batik Air and Vietjet,1,2026-02-03T15:14:30.624598
"Phi Phi Islands, Thailand",172.0,2026-02-26,2026-03-02,Weekend,February,Scoot,0,2026-02-03T15:14:30.624602
"Rishikesh, India",356.0,2026-02-05,2026-02-09,Weekend,February,Air India,1,2026-02-03T15:14:30.624606
"Pattaya City, Thailand",189.0,2026-02-26,2026-03-02,Weekend,February,Thai Lion Air,0,2026-02-03T15:14:30.624610
"Manali, India",320.0,2026-02-20,2026-02-23,Weekend,February,Air India,1,2026-02-03T15:14:30.624613
"Jodhpur, India",314.0,2026-02-27,2026-03-02,Weekend,February,Air India,1,2026-02-03T15:14:30.624617
"Munnar, India",572.0,2026-02-14,2026-02-16,Weekend,February,Air India and Batik Air,1,2026-02-03T15:14:30.624621
"Phú Quốc, Vietnam",219.0,2026-02-26,2026-03-02,Weekend,February,Vietjet,0,2026-02-03T15:14:30.624625
"Ranthambore National Park, India",281.0,2026-02-28,2026-03-02,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624629
"Colombo, Sri Lanka",411.0,2026-02-26,2026-03-02,Weekend,February,AirAsia,1,2026-02-03T15:14:30.624633
"Puducherry, India",330.0,2026-02-05,2026-02-09,Weekend,February,IndiGo,1,2026-02-03T15:14:30.624639
"Sapporo, Japan",631.0,2026-02-06,2026-02-08,Weekend,February,Cathay Pacific,1,2026-02-03T15:14:30.624646
"Chengdu, China",706.0,2026-02-20,2026-02-22,Weekend,February,Malaysia Airlines and Thai Lion Air,1,2026-02-03T15:14:30.624650
"Xi'An, China",427.0,2026-02-28,2026-03-02,Weekend,February,XiamenAir,1,2026-02-03T15:14:30.624654
"Boracay, Philippines",327.0,2026-02-26,2026-03-02,Weekend,February,Cebu Pacific,1,2026-02-03T15:14:30.624658
"Cebu City, Philippines",258.0,2026-02-26,2026-03-02,Weekend,February,Cebu Pacific and Scoot,0,2026-02-03T15:14:30.624662
"Kaziranga National Park, India",340.0,2026-02-26,2026-03-02,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624667
"Guwahati, India",340.0,2026-02-26,2026-03-02,Weekend,February,Air India and Air India Express,1,2026-02-03T15:14:30.624671
"Tashkent, Uzbekistan",758.0,2026-02-20,2026-02-23,Weekend,February,"AirAsia, AirAsia X, and Qatar Airways",1,2026-02-03T15:14:30.624675
"Niseko, Japan",631.0,2026-02-06,2026-02-08,Weekend,February,Cathay Pacific,1,2026-02-03T15:14:30.624679
"Almaty, Kazakhstan",846.0,2026-02-26,2026-03-01,Weekend,February,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:14:30.624683
"Guam, Guam",686.0,2026-02-05,2026-02-08,Weekend,February,Philippine Airlines,1,2026-02-03T15:14:30.624687
"Tehran, Iran",1313.0,2026-02-27,2026-03-02,Weekend,February,XiamenAir and Qatar Airways,2,2026-02-03T15:14:30.624691
"Ras Al-Khaimah, United Arab Emirates",532.0,2026-02-19,2026-02-23,Weekend,February,Gulf Air,1,2026-02-03T15:14:30.624695
"Harbin, China",479.0,2026-02-05,2026-02-08,Weekend,February,Shenzhen,1,2026-02-03T15:14:30.624699
"Ulaanbaatar, Mongolia",1149.0,2026-02-14,2026-02-16,Weekend,February,Korean Air and MIAT,1,2026-02-03T15:14:30.624704
"Khiva, Uzbekistan",1269.0,2026-02-05,2026-02-09,Weekend,February,Turkish Airlines,1,2026-02-03T15:14:30.624710
"Furano, Japan",631.0,2026-02-06,2026-02-08,Weekend,February,Cathay Pacific,1,2026-02-03T15:14:30.624714
"Isfahan, Iran",1313.0,2026-02-27,2026-03-02,Weekend,February,XiamenAir and Qatar Airways,2,2026-02-03T15:14:30.624718
"Issyk Kul, Kyrgyzstan",846.0,2026-02-26,2026-03-01,Weekend,February,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:14:30.624722
"Asahikawa, Japan",631.0,2026-02-06,2026-02-08,Weekend,February,Cathay Pacific,1,2026-02-03T15:14:30.624727
"Ürümqi, China",583.0,2026-02-05,2026-02-08,Weekend,February,Shandong,2,2026-02-03T15:14:30.624731
"Khuvsgul Lake, Mongolia",2519.0,2026-02-19,2026-02-23,Weekend,February,"China Southern, Korean Air, and MIAT",3,2026-02-03T15:14:30.624737
"Padang, Indonesia",193.0,2026-02-28,2026-03-02,Weekend,February,Scoot,0,2026-02-03T15:14:30.624740
"Gorkhi Terelj National Park, Mongolia",1149.0,2026-02-14,2026-02-16,Weekend,February,Korean Air and MIAT,1,2026-02-03T15:14:30.624744
"Tokyo, Japan",392.0,2026-02-08,2026-02-14,1 Week,February,Air Japan,0,2026-02-03T15:14:30.727232
"Taipei City, Taiwan",199.0,2026-02-08,2026-02-14,1 Week,February,Scoot,0,2026-02-03T15:14:30.727251
"Seoul, South Korea",371.0,2026-02-09,2026-02-17,1 Week,February,Jeju Air and Vietjet,1,2026-02-03T15:14:30.727257
"Hong Kong, Hong Kong",375.0,2026-02-05,2026-02-11,1 Week,February,Cathay Pacific,0,2026-02-03T15:14:30.727262
"Kyoto, Japan",366.0,2026-02-05,2026-02-13,1 Week,February,Scoot,0,2026-02-03T15:14:30.727267
"Bangkok, Thailand",162.0,2026-02-23,2026-03-04,1 Week,February,Scoot,0,2026-02-03T15:14:30.727271
"Osaka, Japan",366.0,2026-02-05,2026-02-13,1 Week,February,Scoot,0,2026-02-03T15:14:30.727275
"Hanoi, Vietnam",216.0,2026-02-27,2026-03-06,1 Week,February,Scoot,0,2026-02-03T15:14:30.727279
"Ho Chi Minh City, Vietnam",152.0,2026-02-27,2026-03-08,1 Week,February,Vietjet,0,2026-02-03T15:14:30.727284
"Mumbai, India",324.0,2026-02-09,2026-02-16,1 Week,February,IndiGo,0,2026-02-03T15:14:30.727289
"New Delhi, India",358.0,2026-02-26,2026-03-06,1 Week,February,"IndiGo, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:14:30.727294
"Federal Territory of Kuala Lumpur, Malaysia",100.0,2026-02-23,2026-03-04,1 Week,February,AirAsia,0,2026-02-03T15:14:30.727298
"Dubai, United Arab Emirates",480.0,2026-02-21,2026-03-02,1 Week,February,IndiGo and Air India,1,2026-02-03T15:14:30.727302
"Chiang Mai, Thailand",265.0,2026-02-26,2026-03-06,1 Week,February,Scoot,0,2026-02-03T15:14:30.727306
"Jaipur, India",277.0,2026-02-08,2026-02-16,1 Week,February,IndiGo,1,2026-02-03T15:14:30.727310
"Phuket, Thailand",143.0,2026-02-26,2026-03-04,1 Week,February,Scoot,0,2026-02-03T15:14:30.727314
"Goa, India",257.0,2026-02-23,2026-03-02,1 Week,February,Air India and Air India Express,1,2026-02-03T15:14:30.727318
"Beijing, China",405.0,2026-02-16,2026-02-24,1 Week,February,Cathay Pacific,1,2026-02-03T15:14:30.727323
"Shanghai, China",364.0,2026-02-16,2026-02-25,1 Week,February,Spring,0,2026-02-03T15:14:30.727327
"Hội An, Vietnam",191.0,2026-02-23,2026-03-04,1 Week,February,Vietjet,0,2026-02-03T15:14:30.727331
"Bengaluru, India",206.0,2026-02-26,2026-03-04,1 Week,February,Air India and Air India Express,1,2026-02-03T15:14:30.727335
"Hạ Long Bay, Vietnam",216.0,2026-02-27,2026-03-06,1 Week,February,Scoot,0,2026-02-03T15:14:30.727339
"Abu Dhabi, United Arab Emirates",480.0,2026-02-21,2026-03-02,1 Week,February,IndiGo and Air India,1,2026-02-03T15:14:30.727344
"Chennai, India",192.0,2026-02-26,2026-03-04,1 Week,February,Air India and Air India Express,2,2026-02-03T15:14:30.727348
"Varanasi, India",324.0,2026-02-23,2026-03-04,1 Week,February,Air India and Air India Express,1,2026-02-03T15:14:30.727353
"Agra, India",357.0,2026-02-26,2026-03-05,1 Week,February,IndiGo and Batik Air,1,2026-02-03T15:14:30.727357
"Udaipur, India",311.0,2026-02-23,2026-03-02,1 Week,February,Air India,1,2026-02-03T15:14:30.727361
"Ko Samui, Thailand",374.0,2026-02-07,2026-02-13,1 Week,February,Scoot,0,2026-02-03T15:14:30.727365
"Kolkata, India",254.0,2026-02-22,2026-03-03,1 Week,February,IndiGo,0,2026-02-03T15:14:30.727369
"Kochi, India",266.0,2026-02-23,2026-03-03,1 Week,February,Batik Air,1,2026-02-03T15:14:30.727372
"Kathmandu, Nepal",499.0,2026-02-23,2026-03-04,1 Week,February,Air India and Thai Lion Air,1,2026-02-03T15:14:30.727376
"Manila, Philippines",230.0,2026-02-26,2026-03-06,1 Week,February,Philippine Airlines,0,2026-02-03T15:14:30.727381
"Bahrain, Bahrain",804.0,2026-02-15,2026-02-24,1 Week,February,Gulf Air,0,2026-02-03T15:14:30.727385
"Macao, Macao",350.0,2026-02-28,2026-03-09,1 Week,February,AirAsia and Scoot,1,2026-02-03T15:14:30.727388
"Hyderabad, India",235.0,2026-02-26,2026-03-05,1 Week,February,IndiGo,0,2026-02-03T15:14:30.727392
"Shimla, India",320.0,2026-02-20,2026-03-01,1 Week,February,Air India,1,2026-02-03T15:14:30.727396
"Da Nang, Vietnam",191.0,2026-02-23,2026-03-04,1 Week,February,Vietjet,0,2026-02-03T15:14:30.727400
"Phi Phi Islands, Thailand",143.0,2026-02-26,2026-03-04,1 Week,February,Scoot,0,2026-02-03T15:14:30.727404
"Rishikesh, India",356.0,2026-02-05,2026-02-12,1 Week,February,Air India,1,2026-02-03T15:14:30.727408
"Manali, India",320.0,2026-02-20,2026-02-26,1 Week,February,Air India,1,2026-02-03T15:14:30.727437
"Jodhpur, India",318.0,2026-02-27,2026-03-06,1 Week,February,Air India,1,2026-02-03T15:14:30.727446
"Munnar, India",266.0,2026-02-23,2026-03-03,1 Week,February,Batik Air,1,2026-02-03T15:14:30.727451
"Phú Quốc, Vietnam",219.0,2026-02-26,2026-03-04,1 Week,February,Vietjet,0,2026-02-03T15:14:30.727456
"Ranthambore National Park, India",277.0,2026-02-08,2026-02-16,1 Week,February,IndiGo,1,2026-02-03T15:14:30.727461
"Colombo, Sri Lanka",411.0,2026-02-23,2026-03-03,1 Week,February,AirAsia,1,2026-02-03T15:14:30.727465
"Puducherry, India",192.0,2026-02-26,2026-03-04,1 Week,February,Air India and Air India Express,2,2026-02-03T15:14:30.727472
"Sapporo, Japan",598.0,2026-02-08,2026-02-15,1 Week,February,Cathay Pacific,1,2026-02-03T15:14:30.727479
"Chengdu, China",581.0,2026-02-20,2026-02-26,1 Week,February,Malaysia Airlines,1,2026-02-03T15:14:30.727483
"Xi'An, China",457.0,2026-02-06,2026-02-15,1 Week,February,Shandong,1,2026-02-03T15:14:30.727487
"Boracay, Philippines",300.0,2026-02-26,2026-03-07,1 Week,February,Cebu Pacific,1,2026-02-03T15:14:30.727491
"Cebu City, Philippines",254.0,2026-02-26,2026-03-07,1 Week,February,Cebu Pacific,0,2026-02-03T15:14:30.727495
"Kaziranga National Park, India",339.0,2026-02-26,2026-03-06,1 Week,February,Air India and Air India Express,1,2026-02-03T15:14:30.727499
"Guwahati, India",339.0,2026-02-26,2026-03-06,1 Week,February,Air India and Air India Express,1,2026-02-03T15:14:30.727503
"Tashkent, Uzbekistan",705.0,2026-02-20,2026-02-27,1 Week,February,AirAsia and AirAsia X,1,2026-02-03T15:14:30.727508
"Niseko, Japan",598.0,2026-02-08,2026-02-15,1 Week,February,Cathay Pacific,1,2026-02-03T15:14:30.727512
"Almaty, Kazakhstan",805.0,2026-02-26,2026-03-05,1 Week,February,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:14:30.727517
"Guam, Guam",686.0,2026-02-05,2026-02-11,1 Week,February,Philippine Airlines,1,2026-02-03T15:14:30.727521
"Tehran, Iran",1314.0,2026-02-27,2026-03-05,1 Week,February,XiamenAir and Qatar Airways,2,2026-02-03T15:14:30.727526
"Yangmingshan National Park, Taiwan",199.0,2026-02-08,2026-02-14,1 Week,February,Scoot,0,2026-02-03T15:14:30.727530
"Ras Al-Khaimah, United Arab Emirates",480.0,2026-02-21,2026-03-02,1 Week,February,IndiGo and Air India,1,2026-02-03T15:14:30.727534
"Harbin, China",466.0,2026-02-19,2026-02-28,1 Week,February,Shenzhen,1,2026-02-03T15:14:30.727538
"Ulaanbaatar, Mongolia",967.0,2026-02-14,2026-02-21,1 Week,February,MIAT,0,2026-02-03T15:14:30.727543
"Furano, Japan",598.0,2026-02-08,2026-02-15,1 Week,February,Cathay Pacific,1,2026-02-03T15:14:30.727549
"Issyk Kul, Kyrgyzstan",805.0,2026-02-26,2026-03-05,1 Week,February,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:14:30.727554
"Asahikawa, Japan",598.0,2026-02-08,2026-02-15,1 Week,February,Cathay Pacific,1,2026-02-03T15:14:30.727559
"Ürümqi, China",583.0,2026-02-05,2026-02-11,1 Week,February,Shandong,2,2026-02-03T15:14:30.727563
"Padang, Indonesia",184.0,2026-02-23,2026-03-03,1 Week,February,Scoot,0,2026-02-03T15:14:30.727569
"Gorkhi Terelj National Park, Mongolia",967.0,2026-02-14,2026-02-21,1 Week,February,MIAT,0,2026-02-03T15:14:30.727573
"Hong Kong, Hong Kong",341.0,2026-02-05,2026-02-18,2 Weeks,February,Cathay Pacific,0,2026-02-03T15:14:30.869090
"Hanoi, Vietnam",200.0,2026-02-27,2026-03-13,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869124
"Bangkok, Thailand",154.0,2026-02-23,2026-03-11,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869130
"Tokyo, Japan",399.0,2026-02-22,2026-03-10,2 Weeks,February,Air Japan and Shenzhen,1,2026-02-03T15:14:30.869135
"Ho Chi Minh City, Vietnam",152.0,2026-02-26,2026-03-13,2 Weeks,February,Vietjet,0,2026-02-03T15:14:30.869140
"Mumbai, India",311.0,2026-02-09,2026-02-25,2 Weeks,February,IndiGo,0,2026-02-03T15:14:30.869146
"New Delhi, India",343.0,2026-02-26,2026-03-11,2 Weeks,February,IndiGo and Batik Air,1,2026-02-03T15:14:30.869150
"Federal Territory of Kuala Lumpur, Malaysia",98.0,2026-02-23,2026-03-11,2 Weeks,February,AirAsia,0,2026-02-03T15:14:30.869155
"Dubai, United Arab Emirates",480.0,2026-02-16,2026-03-02,2 Weeks,February,IndiGo and Air India,1,2026-02-03T15:14:30.869161
"Kyoto, Japan",409.0,2026-02-22,2026-03-10,2 Weeks,February,"AirAsia, AirAsia X, and Scoot",1,2026-02-03T15:14:30.869165
"Chiang Mai, Thailand",273.0,2026-02-21,2026-03-06,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869170
"Jaipur, India",291.0,2026-02-16,2026-03-03,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869176
"Phuket, Thailand",148.0,2026-02-26,2026-03-12,2 Weeks,February,Thai Lion Air,0,2026-02-03T15:14:30.869181
"Seoul, South Korea",371.0,2026-02-09,2026-02-24,2 Weeks,February,Jeju Air and Vietjet,1,2026-02-03T15:14:30.869186
"Goa, India",264.0,2026-02-16,2026-03-02,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869192
"Beijing, China",448.0,2026-02-28,2026-03-13,2 Weeks,February,Cathay Pacific,1,2026-02-03T15:14:30.869197
"Osaka, Japan",409.0,2026-02-22,2026-03-10,2 Weeks,February,"AirAsia, AirAsia X, and Scoot",1,2026-02-03T15:14:30.869203
"Shanghai, China",309.0,2026-02-16,2026-03-02,2 Weeks,February,Spring,0,2026-02-03T15:14:30.869212
"Hội An, Vietnam",191.0,2026-02-26,2026-03-13,2 Weeks,February,Vietjet,0,2026-02-03T15:14:30.869221
"Bengaluru, India",206.0,2026-02-23,2026-03-08,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869230
"Hạ Long Bay, Vietnam",200.0,2026-02-27,2026-03-13,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869242
"Abu Dhabi, United Arab Emirates",480.0,2026-02-16,2026-03-02,2 Weeks,February,IndiGo and Air India,1,2026-02-03T15:14:30.869252
"Chennai, India",307.0,2026-02-09,2026-02-25,2 Weeks,February,IndiGo,1,2026-02-03T15:14:30.869260
"Varanasi, India",338.0,2026-02-26,2026-03-11,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869269
"Agra, India",343.0,2026-02-26,2026-03-11,2 Weeks,February,IndiGo and Batik Air,1,2026-02-03T15:14:30.869280
"Udaipur, India",406.0,2026-02-05,2026-02-18,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869291
"Ko Samui, Thailand",386.0,2026-02-27,2026-03-12,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869300
"Kolkata, India",244.0,2026-02-19,2026-03-04,2 Weeks,February,IndiGo,0,2026-02-03T15:14:30.869308
"Taipei City, Taiwan",218.0,2026-02-08,2026-02-24,2 Weeks,February,Scoot,0,2026-02-03T15:14:30.869319
"Kochi, India",267.0,2026-02-19,2026-03-04,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869327
"Kathmandu, Nepal",500.0,2026-02-23,2026-03-11,2 Weeks,February,Air India and Thai Lion Air,1,2026-02-03T15:14:30.869333
"Manila, Philippines",230.0,2026-02-20,2026-03-06,2 Weeks,February,Philippine Airlines,0,2026-02-03T15:14:30.869342
"Bahrain, Bahrain",804.0,2026-02-15,2026-03-02,2 Weeks,February,Gulf Air,0,2026-02-03T15:14:30.869352
"Macao, Macao",367.0,2026-02-28,2026-03-16,2 Weeks,February,AirAsia and Scoot,1,2026-02-03T15:14:30.869373
"Hyderabad, India",235.0,2026-02-28,2026-03-16,2 Weeks,February,IndiGo,0,2026-02-03T15:14:30.869384
"Shimla, India",310.0,2026-02-27,2026-03-15,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869392
"Da Nang, Vietnam",191.0,2026-02-26,2026-03-13,2 Weeks,February,Vietjet,0,2026-02-03T15:14:30.869403
"Phi Phi Islands, Thailand",143.0,2026-02-26,2026-03-14,2 Weeks,February,Thai Lion Air,0,2026-02-03T15:14:30.869414
"Rishikesh, India",316.0,2026-02-27,2026-03-15,2 Weeks,February,Air India,2,2026-02-03T15:14:30.869423
"Manali, India",310.0,2026-02-27,2026-03-15,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869432
"Jodhpur, India",410.0,2026-02-05,2026-02-18,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869440
"Munnar, India",267.0,2026-02-19,2026-03-04,2 Weeks,February,Air India,1,2026-02-03T15:14:30.869450
"Phú Quốc, Vietnam",219.0,2026-02-26,2026-03-11,2 Weeks,February,Vietjet,0,2026-02-03T15:14:30.869458
"Ranthambore National Park, India",291.0,2026-02-16,2026-03-03,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869469
"Colombo, Sri Lanka",401.0,2026-02-23,2026-03-11,2 Weeks,February,AirAsia,1,2026-02-03T15:14:30.869483
"Puducherry, India",307.0,2026-02-09,2026-02-25,2 Weeks,February,IndiGo,1,2026-02-03T15:14:30.869497
"Sapporo, Japan",631.0,2026-02-27,2026-03-12,2 Weeks,February,Cathay Pacific,1,2026-02-03T15:14:30.869513
"Chengdu, China",427.0,2026-02-27,2026-03-12,2 Weeks,February,XiamenAir,1,2026-02-03T15:14:30.869521
"Xi'An, China",465.0,2026-02-28,2026-03-14,2 Weeks,February,XiamenAir,1,2026-02-03T15:14:30.869529
"Boracay, Philippines",286.0,2026-02-26,2026-03-13,2 Weeks,February,Cebu Pacific,1,2026-02-03T15:14:30.869537
"Cebu City, Philippines",210.0,2026-02-23,2026-03-10,2 Weeks,February,Cebu Pacific and Scoot,0,2026-02-03T15:14:30.869587
"Kaziranga National Park, India",335.0,2026-02-26,2026-03-11,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869604
"Guwahati, India",335.0,2026-02-26,2026-03-11,2 Weeks,February,Air India and Air India Express,1,2026-02-03T15:14:30.869610
"Niseko, Japan",631.0,2026-02-27,2026-03-12,2 Weeks,February,Cathay Pacific,1,2026-02-03T15:14:30.869616
"Almaty, Kazakhstan",774.0,2026-02-26,2026-03-11,2 Weeks,February,AirAsia and AirAsia X,1,2026-02-03T15:14:30.869621
"Guam, Guam",686.0,2026-02-05,2026-02-18,2 Weeks,February,Philippine Airlines,1,2026-02-03T15:14:30.869625
"Tehran, Iran",1357.0,2026-02-19,2026-03-04,2 Weeks,February,"Emirates, flydubai, and Batik Air",2,2026-02-03T15:14:30.869631
"Harbin, China",479.0,2026-02-19,2026-03-04,2 Weeks,February,Shenzhen,1,2026-02-03T15:14:30.869636
"Ulaanbaatar, Mongolia",824.0,2026-02-26,2026-03-12,2 Weeks,February,Jeju Air,1,2026-02-03T15:14:30.869640
"Furano, Japan",598.0,2026-02-26,2026-03-13,2 Weeks,February,Cathay Pacific,1,2026-02-03T15:14:30.869648
"Isfahan, Iran",1314.0,2026-02-28,2026-03-13,2 Weeks,February,XiamenAir and Qatar Airways,2,2026-02-03T15:14:30.869652
"Issyk Kul, Kyrgyzstan",774.0,2026-02-26,2026-03-11,2 Weeks,February,AirAsia and AirAsia X,1,2026-02-03T15:14:30.869665
